season,week,player_id,player_name,team,position,fantasy_points,projected_points,prev_week_points,last_3_avg,season_avg,fantasy_stdev,efficiency_ratio,boom_weeks,bust_weeks,high_ceiling_weeks,low_floor_weeks,fantasy_z_score,momentum,positional_avg_fantasy_points,cumulative_fantasy_points
2024,2,14880,Kirk Cousins,ATL,QB,17.54,16.84,6.2,6.2,6.2,0.0,1.0415676959619953,0.0,1.0,0.0,0.0,0.0,11.34,16.13356725146199,23.74
2024,3,14880,Kirk Cousins,ATL,QB,11.1,16.1,17.54,11.87,11.87,8.018590898655448,0.6894409937888198,0.0,0.0,1.0,0.0,-0.0960268468278027,-0.7699999999999996,16.13356725146199,34.839999999999996
2024,4,14880,Kirk Cousins,ATL,QB,7.52,14.22,11.1,11.613333333333332,11.613333333333332,5.687401281194543,0.5288326300984528,0.0,0.0,0.0,0.0,-0.7197194519873225,-4.093333333333332,16.13356725146199,42.36
2024,5,14880,Kirk Cousins,ATL,QB,34.36,15.53,7.52,12.053333333333333,10.59,5.074761078119836,2.21249195106246,0.0,0.0,0.0,0.0,4.683964354989225,22.306666666666665,16.13356725146199,76.72
2024,6,14880,Kirk Cousins,ATL,QB,12.5,20.17,34.36,17.66,15.344,11.502933538884765,0.6197322756569161,1.0,0.0,1.0,0.0,-0.2472412789647163,-5.16,16.13356725146199,89.22
2024,7,14880,Kirk Cousins,ATL,QB,7.18,19.29,12.5,18.126666666666665,14.87,10.353841799061833,0.37221358216692585,0.0,0.0,0.0,0.0,-0.7427194802896055,-10.946666666666665,16.13356725146199,96.4
2024,8,14880,Kirk Cousins,ATL,QB,28.64,16.63,7.18,18.013333333333332,13.771428571428572,9.888531115340013,1.7221888153938667,0.0,0.0,0.0,0.0,1.5036178028004494,10.626666666666669,16.13356725146199,125.03999999999999
2024,9,14880,Kirk Cousins,ATL,QB,17.78,19.32,28.64,16.106666666666666,15.629999999999999,10.55690972099046,0.9202898550724639,1.0,0.0,1.0,0.0,0.2036580833617555,1.6733333333333356,16.13356725146199,142.82
2024,10,14880,Kirk Cousins,ATL,QB,10.24,17.49,17.78,17.866666666666667,15.868888888888888,9.901056060396341,0.585477415666095,0.0,0.0,1.0,0.0,-0.5685139902807057,-7.626666666666667,16.13356725146199,153.06
2024,11,14880,Kirk Cousins,ATL,QB,4.92,14.62,10.24,18.886666666666667,15.306000000000001,9.50300092953098,0.33652530779753764,0.0,0.0,0.0,0.0,-1.0929179189833669,-13.966666666666667,16.13356725146199,157.98
2024,12,14880,Kirk Cousins,ATL,QB,0.0,0.0,4.92,10.979999999999999,14.361818181818181,9.543720258035458,0.0,0.0,1.0,0.0,0.0,-1.5048448396971887,-10.979999999999999,16.13356725146199,157.98
2024,13,14880,Kirk Cousins,ATL,QB,2.1,14.9,0.0,5.053333333333334,13.165,9.999542262251081,0.14093959731543623,0.0,1.0,0.0,1.0,-1.1065506510004053,-2.9533333333333336,16.13356725146199,160.08
2024,14,14880,Kirk Cousins,ATL,QB,9.76,12.52,2.1,2.34,12.313846153846155,10.053670588779617,0.7795527156549521,0.0,1.0,0.0,1.0,-0.25402126828149424,7.42,16.13356725146199,169.84
2024,15,14880,Kirk Cousins,ATL,QB,6.48,13.24,9.76,3.953333333333333,12.131428571428572,9.683339266010426,0.4894259818731118,0.0,0.0,0.0,0.0,-0.583623935522501,2.5266666666666673,16.13356725146199,176.32
2024,16,14880,Kirk Cousins,ATL,QB,0.0,0.0,6.48,6.113333333333333,11.754666666666667,9.444503969933796,0.0,0.0,1.0,0.0,0.0,-1.2446039203421568,-6.113333333333333,16.13356725146199,176.32
2024,17,14880,Kirk Cousins,ATL,QB,0.0,0.0,0.0,5.413333333333333,11.02,9.585814519382273,0.0,0.0,1.0,0.0,1.0,-1.1496154007275896,-5.413333333333333,16.13356725146199,176.32
2024,10,14881,Russell Wilson,PIT,QB,18.1,17.85,0.0,2.16,10.371764705882352,9.658592182154523,1.0140056022408963,0.0,1.0,0.0,1.0,0.8001409675828892,15.940000000000001,16.13356725146199,18.1
2024,11,14881,Russell Wilson,PIT,QB,6.3,17.39,18.1,18.1,18.1,0.0,0.3622771707878091,0.0,0.0,1.0,0.0,0.0,-11.8,16.13356725146199,24.400000000000002
2024,12,14881,Russell Wilson,PIT,QB,13.8,14.58,6.3,12.200000000000001,12.200000000000001,8.343860018001262,0.9465020576131687,0.0,1.0,0.0,0.0,0.19175777116923315,1.5999999999999996,16.13356725146199,38.2
2024,13,14881,Russell Wilson,PIT,QB,26.86,14.66,13.8,12.733333333333334,12.733333333333334,5.97187854308285,1.8321964529331514,0.0,0.0,0.0,0.0,2.365531476360885,14.126666666666665,16.13356725146199,65.06
2024,14,14881,Russell Wilson,PIT,QB,16.02,16.28,26.86,15.653333333333334,16.265,8.582903549110483,0.984029484029484,1.0,0.0,1.0,0.0,-0.028545118630092535,0.36666666666666536,16.13356725146199,81.08
